,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,202691.0,00,0.0,477.0,440.0,32.7,7.1,15.6,0.455,2.9,6.9,0.42,2.0,2.4,0.852,0.4,2.9,3.4,2.3,0.9,0.5,1.7,2.2,19.1
0,202684.0,00,0.0,474.0,321.0,28.6,3.7,7.1,0.515,0.0,0.0,0.0,2.0,3.2,0.61,3.4,5.2,8.6,0.8,0.5,0.8,1.1,2.4,9.3
0,1628414.0,00,0.0,12.0,2.0,13.8,1.6,3.5,0.452,0.3,0.8,0.333,1.2,1.7,0.7,0.6,0.5,1.1,0.7,0.7,0.4,0.9,2.3,4.6
0,201229.0,00,0.0,529.0,78.0,19.9,2.1,5.0,0.413,1.1,3.1,0.36,0.9,1.2,0.764,0.9,2.7,3.5,0.9,0.4,0.3,0.6,1.6,6.2
0,1626157.0,00,0.0,176.0,176.0,34.4,8.6,16.0,0.541,0.8,2.3,0.356,3.6,4.3,0.827,3.2,8.2,11.4,2.2,0.7,1.5,2.4,3.0,21.7
0,200782.0,00,0.0,431.0,290.0,27.9,2.8,6.5,0.431,0.8,2.2,0.35,1.2,1.6,0.751,1.7,4.1,5.7,1.5,1.2,0.3,1.1,2.3,7.6
0,202323.0,00,0.0,546.0,254.0,28.2,4.2,9.8,0.431,0.4,1.4,0.297,1.7,2.1,0.783,0.6,4.4,5.0,3.7,0.8,0.3,1.9,2.1,10.5
0,1626167.0,00,0.0,147.0,116.0,27.7,5.0,10.0,0.504,0.3,1.0,0.338,2.4,3.0,0.783,1.5,5.2,6.6,1.0,0.7,1.9,1.2,3.0,12.8
0,202327.0,00,0.0,283.0,52.0,16.7,1.5,3.4,0.429,0.0,0.0,0.0,0.9,1.3,0.719,1.3,1.8,3.1,0.7,0.5,1.2,0.7,2.1,3.9
0,1627755.0,00,0.0,74.0,16.0,18.8,2.9,7.2,0.406,0.3,1.3,0.24,1.0,1.3,0.787,0.3,1.2,1.5,3.7,0.8,0.1,1.3,1.3,7.2
0,202685.0,00,0.0,370.0,364.0,26.0,4.5,8.1,0.556,0.0,0.0,0.333,2.5,3.2,0.781,2.7,5.8,8.5,0.7,0.4,1.1,1.4,2.9,11.4
0,1627756.0,00,0.0,68.0,1.0,18.6,2.1,5.9,0.357,1.4,4.0,0.357,0.3,0.3,0.81,0.2,2.7,2.9,1.3,0.6,0.1,0.9,1.5,5.9
0,1627832.0,00,0.0,48.0,0.0,9.0,1.1,3.3,0.338,0.3,1.0,0.304,0.5,0.6,0.867,0.1,1.0,1.1,1.1,0.5,0.1,0.5,1.0,3.1
0,1626173.0,00,0.0,117.0,8.0,12.9,1.2,3.8,0.332,0.6,2.0,0.311,0.1,0.2,0.7,0.1,1.1,1.2,0.6,0.4,0.2,0.4,0.9,3.2
0,203943.0,00,0.0,182.0,101.0,15.3,1.5,3.5,0.443,0.1,0.4,0.291,0.7,1.0,0.682,1.4,3.0,4.4,0.4,0.3,0.4,0.7,1.8,3.9
0,202696.0,00,0.0,412.0,351.0,29.9,6.5,13.0,0.503,0.1,0.4,0.335,1.5,2.1,0.72,2.8,7.0,9.8,2.1,0.8,0.9,1.7,2.7,14.7
0,2548.0,00,0.0,927.0,907.0,35.2,8.4,17.3,0.484,0.5,1.6,0.286,5.9,7.6,0.768,1.2,3.5,4.8,5.6,1.6,0.9,3.3,2.3,23.1
0,203079.0,00,0.0,345.0,163.0,28.7,5.1,12.4,0.414,1.2,3.5,0.345,1.9,2.7,0.7,0.4,2.2,2.7,2.7,1.0,0.3,1.9,2.0,13.3
0,202689.0,00,0.0,455.0,410.0,33.9,6.4,15.6,0.412,1.8,5.1,0.351,3.8,4.6,0.83,0.6,3.2,3.8,5.4,1.4,0.4,2.1,1.5,18.5
0,202322.0,00,0.0,511.0,499.0,36.0,6.8,15.8,0.433,0.9,2.7,0.319,4.4,5.5,0.789,0.6,3.8,4.4,9.2,1.7,0.7,3.8,2.3,18.9
0,1628476.0,00,0.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,203933.0,00,0.0,167.0,78.0,24.8,5.0,10.1,0.502,0.4,1.2,0.293,1.3,1.8,0.745,1.5,2.4,3.9,0.9,0.8,0.5,0.8,2.1,11.8
0,1627362.0,00,0.0,27.0,4.0,13.8,1.4,3.7,0.394,0.0,0.6,0.067,0.5,0.7,0.7,0.6,1.3,1.9,1.6,0.8,0.1,0.6,1.0,3.4
0,2561.0,00,0.0,973.0,742.0,29.1,5.7,11.5,0.493,0.1,0.2,0.27,2.6,3.2,0.818,1.8,4.8,6.6,2.2,0.7,0.8,1.6,2.4,14.0
0,201566.0,00,0.0,680.0,663.0,34.1,7.8,18.1,0.433,1.1,3.4,0.313,5.9,7.2,0.82,1.7,4.6,6.3,8.0,1.7,0.3,3.9,2.4,22.6
0,1628401.0,00,0.0,4.0,0.0,5.2,0.0,0.5,0.0,0.0,0.0,0.0,0.3,1.0,0.25,0.5,1.0,1.5,0.5,0.3,0.3,0.0,0.3,0.3
0,1627855.0,00,0.0,41.0,4.0,13.4,1.0,2.5,0.388,0.4,1.1,0.356,0.5,0.6,0.88,0.7,1.6,2.3,0.6,0.3,0.3,0.5,1.4,2.9
0,1627785.0,00,0.0,76.0,26.0,22.1,2.8,6.9,0.4,0.6,2.0,0.298,1.2,1.5,0.795,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.3,7.3
0,202355.0,00,0.0,224.0,159.0,27.2,5.6,9.6,0.583,0.0,0.0,1.0,2.4,3.9,0.613,3.2,8.3,11.5,0.4,0.6,2.6,1.6,2.6,13.6
0,203952.0,00,0.0,257.0,257.0,36.1,7.4,16.3,0.45,0.8,2.6,0.329,4.8,6.4,0.754,1.4,2.7,4.1,2.1,1.0,0.5,2.2,2.2,20.4
0,203912.0,00,0.0,66.0,0.0,5.7,0.8,2.0,0.37,0.3,0.9,0.333,0.2,0.2,0.813,0.1,0.4,0.5,0.5,0.2,0.1,0.3,0.5,2.0
0,1628451.0,00,0.0,5.0,0.0,6.5,0.2,0.8,0.25,0.2,0.4,0.5,0.2,0.4,0.5,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8
0,2863.0,00,0.0,571.0,149.0,19.1,2.3,5.5,0.427,0.4,1.1,0.327,1.2,1.6,0.783,0.8,1.6,2.4,1.4,0.8,0.2,0.9,1.6,6.3
0,1626210.0,00,0.0,57.0,0.0,13.6,2.6,5.1,0.509,0.0,0.0,0.0,1.4,2.2,0.627,1.9,3.9,5.8,0.5,0.5,0.6,0.8,2.5,6.6
0,203710.0,00,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,101150.0,00,0.0,794.0,90.0,23.6,4.1,9.8,0.418,1.2,3.5,0.346,3.4,4.1,0.828,0.4,1.7,2.1,2.9,0.9,0.2,1.5,1.4,12.9
0,101107.0,00,0.0,873.0,686.0,28.9,3.8,8.6,0.444,0.8,2.4,0.354,2.1,2.6,0.807,1.3,4.0,5.3,1.3,0.8,0.5,1.0,2.1,10.6
0,1627786.0,00,0.0,32.0,16.0,17.6,2.3,5.4,0.431,0.6,2.0,0.277,0.7,1.0,0.636,0.5,1.8,2.3,0.8,0.8,0.3,1.0,1.9,5.9
0,1628391.0,00,0.0,4.0,0.0,3.7,0.5,1.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,1.0
0,1626159.0,00,0.0,108.0,27.0,29.1,2.9,7.1,0.405,0.4,1.5,0.262,1.1,1.6,0.659,1.1,4.1,5.2,1.9,1.0,0.3,1.3,2.4,7.2
0,203481.0,00,0.0,202.0,15.0,10.2,1.2,2.3,0.527,0.0,0.0,0.2,0.8,1.1,0.716,0.9,1.6,2.5,0.3,0.3,0.8,0.4,1.1,3.3
0,203489.0,00,0.0,79.0,31.0,19.7,2.4,5.6,0.426,0.2,0.9,0.261,0.8,1.2,0.635,0.5,1.8,2.3,2.6,0.5,0.2,0.9,1.1,5.8
0,201148.0,00,0.0,412.0,61.0,16.4,3.0,4.9,0.608,0.0,0.0,0.0,1.0,1.5,0.676,1.4,2.3,3.7,0.5,0.5,1.0,0.5,1.3,7.1
0,1626153.0,00,0.0,65.0,1.0,14.1,1.7,3.9,0.443,0.4,1.1,0.324,1.4,1.8,0.8,0.5,1.3,1.8,1.8,0.7,0.3,0.9,0.9,5.2
0,1627824.0,00,0.0,6.0,0.0,4.1,0.8,1.8,0.455,0.3,1.0,0.333,0.3,0.3,1.0,0.8,0.7,1.5,0.2,0.0,0.0,0.3,0.8,2.3
0,1626202.0,00,0.0,82.0,0.0,6.9,1.2,3.2,0.37,0.2,0.9,0.211,0.4,0.6,0.745,0.1,0.8,0.9,1.0,0.2,0.0,0.5,0.5,3.0
0,201156.0,00,0.0,648.0,193.0,23.4,4.2,10.0,0.419,1.4,3.8,0.377,2.0,2.4,0.834,0.4,1.7,2.0,1.0,0.6,0.2,1.0,1.9,11.9
0,201152.0,00,0.0,752.0,522.0,30.6,5.9,11.7,0.5,0.4,1.3,0.33,1.5,2.2,0.68,2.0,3.9,5.9,1.5,1.4,0.4,1.4,2.2,13.6
0,203469.0,00,0.0,287.0,166.0,22.8,3.0,5.9,0.499,0.0,0.0,0.154,2.1,2.9,0.73,1.8,3.9,5.7,1.3,0.7,0.8,1.0,2.6,8.0
0,203092.0,00,0.0,346.0,131.0,17.8,2.8,5.6,0.502,0.0,0.0,0.0,1.4,1.8,0.764,1.5,2.8,4.4,0.9,0.3,0.6,0.9,2.2,7.0
0,1627835.0,00,0.0,54.0,25.0,19.3,2.0,5.1,0.383,0.7,2.2,0.322,0.6,0.8,0.762,0.3,2.7,3.1,0.9,0.4,0.3,1.0,1.7,5.2
0,1627790.0,00,0.0,5.0,0.0,4.3,0.4,1.0,0.4,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.8,1.4,0.0,0.0,0.8,0.2,0.6,1.4
0,1627826.0,00,0.0,40.0,11.0,15.4,3.2,6.1,0.525,0.0,0.1,0.0,0.8,1.2,0.653,1.1,3.0,4.1,0.8,0.4,0.8,0.8,1.7,7.2
